84.54.13.124,84.54.13.124,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
185.81.157.169,185.81.157.169,22b22b00022b22b22b22b22b22b22bd3b67dd3674d9af9dd91c1955a35d0e9,c014|0301||0017-ff01,c014|0301||0017-ff01,|||,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01
92.118.36.201,92.118.36.201,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
107.182.237.14,107.182.237.14,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
51.83.134.252,51.83.134.252,04b02b00004b04b04b04b02b04b04be3b0c44298fc1c149afbf4c8996fb924,000a|0301||,0005|0301||,|||,000a|0301||,000a|0301||,000a|0301||,000a|0301||,0005|0301||,000a|0301||,000a|0301||
3.141.210.37,3.141.210.37,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
212.193.30.144,212.193.30.144,22b22b00022b22b22b22b22b22b22bd3b67dd3674d9af9dd91c1955a35d0e9,c014|0301||0017-ff01,c014|0301||0017-ff01,|||,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01
89.134.228.127,89.134.228.127,22b22b00022b22b22b22b22b22b22bd3b67dd3674d9af9dd91c1955a35d0e9,c014|0301||0017-ff01,c014|0301||0017-ff01,|||,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01
217.195.197.85,217.195.197.85,22b22b00022b22b22b22b22b22b22b2bb1101b28b790bf5d9d4dcad463fdc2,c014|0301||ff01,c014|0301||ff01,|||,c014|0301||ff01,c014|0301||ff01,c014|0301||ff01,c014|0301||ff01,c014|0301||ff01,c014|0301||ff01,c014|0301||ff01
78.186.210.130,78.186.210.130,22b22b00022b22b22b22b22b22b22bd3b67dd3674d9af9dd91c1955a35d0e9,c014|0301||0017-ff01,c014|0301||0017-ff01,|||,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01
201.219.204.73,201.219.204.73,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
182.190.87.87,182.190.87.87,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
3.144.124.4,3.144.124.4,22b22b00022b22b22b22b22b22b22bd3b67dd3674d9af9dd91c1955a35d0e9,c014|0301||0017-ff01,c014|0301||0017-ff01,|||,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01,c014|0301||0017-ff01
2.56.56.180,2.56.56.180,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
213.226.114.92,213.226.114.92,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
156.249.29.8,156.249.29.8,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
205.185.121.4,205.185.121.4,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
192.236.147.212,192.236.147.212,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
3.83.129.253,3.83.129.253,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
192.236.160.249,192.236.160.249,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
45.242.220.23,45.242.220.23,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
217.64.31.3,217.64.31.3,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
78.142.29.103,78.142.29.103,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
185.199.226.19,185.199.226.19,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
45.176.91.143,45.176.91.143,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
192.236.176.108,192.236.176.108,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
185.171.91.4,185.171.91.4,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
185.38.84.34,185.38.84.34,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
45.10.40.116,45.10.40.116,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
185.222.57.203,185.222.57.203,00000000000000000000000000000000000000000000000000000000000000,|||,|||,|||,|||,|||,|||,|||,|||,|||,|||
